s1_path,s1_label,s1_snr,s2_path,s2_label,s2_snr,s3_path,s3_label,s3_snr,s4_path,s4_label,s4_snr
/work107/luoxiaoxue/data/VGGSound/audios_16k/vaaJfMBzHYM_000090.wav,music,-1.1773282400276566,/work107/luoxiaoxue/data/VGGSound/audios_16k/BZN06Jw6rPc_000030.wav,speech,1.2936000279454358,/work107/luoxiaoxue/data/VGGSound/audios_16k/6uM84MFWpTE_000030.wav,speech,2.9286040723949247,/work107/luoxiaoxue/data/VGGSound/audios_16k/ILGttENN29k_000020.wav,speech,1.8757550196742665
/work107/luoxiaoxue/data/VGGSound/audios_16k/AlcRFk7qexo_000000.wav,speech,1.3675108491929011,/work107/luoxiaoxue/data/VGGSound/audios_16k/DdWA7ekn6fw_000030.wav,music,1.718863911575113,/work107/luoxiaoxue/data/VGGSound/audios_16k/DFTrsLp3Ls4_000120.wav,music,2.103228426078637,/work107/luoxiaoxue/data/VGGSound/audios_16k/mTGgwF5ms-g_000289.wav,speech,0.9533199739974725
/work107/luoxiaoxue/data/VGGSound/audios_16k/jYUGEhglqGY_000076.wav,music,1.6799937647271808,/work107/luoxiaoxue/data/VGGSound/audios_16k/10v59CD0ylk_000030.wav,speech,1.0887099622884895,/work107/luoxiaoxue/data/VGGSound/audios_16k/zPGLlehQApU_000490.wav,others,-2.639390319089326,/work107/luoxiaoxue/data/VGGSound/audios_16k/L4-88JF6ppc_000040.wav,music,0.8585366809726516
/work107/luoxiaoxue/data/VGGSound/audios_16k/DsfciV8OJCw_000170.wav,music,2.7504140011884477,/work107/luoxiaoxue/data/VGGSound/audios_16k/FG0-y-b1Jb0_000030.wav,music,2.3287206464198995,/work107/luoxiaoxue/data/VGGSound/audios_16k/ly2hdkG0Eg0_000410.wav,music,1.9606865538871174,/work107/luoxiaoxue/data/VGGSound/audios_16k/6G4tbggW-dk_000030.wav,speech,-1.1415987620893515
/work107/luoxiaoxue/data/VGGSound/audios_16k/AIT4gEfoqSM_000030.wav,music,-1.5154056521276216,/work107/luoxiaoxue/data/VGGSound/audios_16k/BSGxnxqAO5w_000030.wav,speech,1.1021636604206213,/work107/luoxiaoxue/data/VGGSound/audios_16k/t4t2VmCdGpE_000060.wav,speech,-1.217848347217414,/work107/luoxiaoxue/data/VGGSound/audios_16k/AOBjD68ONNg_000040.wav,others,0.40185732135625507
/work107/luoxiaoxue/data/VGGSound/audios_16k/dRqDECt65nA_000030.wav,music,0.42654054104040817,/work107/luoxiaoxue/data/VGGSound/audios_16k/4jW7xTLOjtc_000043.wav,others,2.092960880289743,/work107/luoxiaoxue/data/VGGSound/audios_16k/kIcCsfjTbiM_000028.wav,music,-1.4496450266276066,/work107/luoxiaoxue/data/VGGSound/audios_16k/xz3x_sJsjxw_000030.wav,music,1.949742527003223
/work107/luoxiaoxue/data/VGGSound/audios_16k/ov4HAYnjuh0_000020.wav,others,1.7912059161163887,/work107/luoxiaoxue/data/VGGSound/audios_16k/67yYlKfBMTw_000030.wav,others,1.7334242075410629,/work107/luoxiaoxue/data/VGGSound/audios_16k/uGltPlcaTtM_000070.wav,speech,1.9724763792533144,/work107/luoxiaoxue/data/VGGSound/audios_16k/gpSrXa5kMls_000030.wav,others,2.2964115771356557
/work107/luoxiaoxue/data/VGGSound/audios_16k/AkMm3PbDlQk_000030.wav,speech,-0.991581816664115,/work107/luoxiaoxue/data/VGGSound/audios_16k/BtzZ8ABXn1A_000180.wav,speech,0.7915272364611834,/work107/luoxiaoxue/data/VGGSound/audios_16k/AKSkfp-XKVw_000030.wav,speech,2.4666626703602326,/work107/luoxiaoxue/data/VGGSound/audios_16k/zPGLlehQApU_000490.wav,others,2.8610763677541566
/work107/luoxiaoxue/data/VGGSound/audios_16k/jJg890D3C8k_000030.wav,music,1.155250312525002,/work107/luoxiaoxue/data/VGGSound/audios_16k/pNH5PBWWCeM_000270.wav,music,-0.7130454662404766,/work107/luoxiaoxue/data/VGGSound/audios_16k/5n-3NttSylA_000030.wav,speech,-0.7663629983618492,/work107/luoxiaoxue/data/VGGSound/audios_16k/zRMqr-UWlww_000060.wav,music,1.0791012319303217
/work107/luoxiaoxue/data/VGGSound/audios_16k/AozUEZS5HHQ_000030.wav,speech,-1.9765884186484604,/work107/luoxiaoxue/data/VGGSound/audios_16k/NfBLIjVXkB4_000494.wav,speech,1.2555447039719496,/work107/luoxiaoxue/data/VGGSound/audios_16k/5B0vOqiBItI_000030.wav,speech,-1.3907590091494075,/work107/luoxiaoxue/data/VGGSound/audios_16k/59S4RkV-T10_000050.wav,music,-1.8533999526821727
/work107/luoxiaoxue/data/VGGSound/audios_16k/DdZ6PSUQoQA_000050.wav,speech,1.0829671116978554,/work107/luoxiaoxue/data/VGGSound/audios_16k/DOJzlLbBLqo_000030.wav,speech,-1.4705842999541499,/work107/luoxiaoxue/data/VGGSound/audios_16k/JkpcAeRvu6Q_000010.wav,others,-1.53189655166698,/work107/luoxiaoxue/data/VGGSound/audios_16k/xf0cheS5wFM_000090.wav,music,-0.1928710842043242
/work107/luoxiaoxue/data/VGGSound/audios_16k/QVvuFX4AS1E_000074.wav,music,-1.1274537137560994,/work107/luoxiaoxue/data/VGGSound/audios_16k/DByNvRcTTeo_000280.wav,speech,-2.484896337274326,/work107/luoxiaoxue/data/VGGSound/audios_16k/xVnbMB7cNbY_000020.wav,speech,2.2823208084313293,/work107/luoxiaoxue/data/VGGSound/audios_16k/XaUziBs-55g_000030.wav,music,2.206520103486822
/work107/luoxiaoxue/data/VGGSound/audios_16k/6etaTNWtq6U_000019.wav,speech,-2.835188990819527,/work107/luoxiaoxue/data/VGGSound/audios_16k/9ka2ukd8NJM_000030.wav,speech,-0.611609263669485,/work107/luoxiaoxue/data/VGGSound/audios_16k/ulrgCCh3sUw_009144.wav,others,-1.309671481381734,/work107/luoxiaoxue/data/VGGSound/audios_16k/-_kVsf8m428_000018.wav,speech,1.5600746509133359
/work107/luoxiaoxue/data/VGGSound/audios_16k/AjZ1pf1_7Ao_000030.wav,speech,-0.4876881588094557,/work107/luoxiaoxue/data/VGGSound/audios_16k/3wD_ABnsxx8_000125.wav,music,1.3317851918113055,/work107/luoxiaoxue/data/VGGSound/audios_16k/tMSBMT-qvfk_000000.wav,others,2.821672124794297,/work107/luoxiaoxue/data/VGGSound/audios_16k/hL66qmxPRQM_000270.wav,music,-0.9675429033593943
/work107/luoxiaoxue/data/VGGSound/audios_16k/Ok0jiYLIXEc_000080.wav,music,-2.7703118224374883,/work107/luoxiaoxue/data/VGGSound/audios_16k/hiuqK7BZmJA_000110.wav,speech,-0.2768940561771691,/work107/luoxiaoxue/data/VGGSound/audios_16k/MuJQF1bmlrs_000071.wav,music,-0.5946474525048142,/work107/luoxiaoxue/data/VGGSound/audios_16k/el2o1SFjYMk_000160.wav,music,-0.8078488771976264
/work107/luoxiaoxue/data/VGGSound/audios_16k/sXNyrBT7ocM_000130.wav,music,-0.39768715314474434,/work107/luoxiaoxue/data/VGGSound/audios_16k/O9tLHRu-WeY_000000.wav,others,1.6004524084407752,/work107/luoxiaoxue/data/VGGSound/audios_16k/2FebVhmmuZo_000060.wav,music,-0.8872090653917146,/work107/luoxiaoxue/data/VGGSound/audios_16k/DC6GBUUBPc0_000030.wav,speech,0.8869570228284087
/work107/luoxiaoxue/data/VGGSound/audios_16k/r6rizWbI5bs_000180.wav,music,0.4307540989494285,/work107/luoxiaoxue/data/VGGSound/audios_16k/wTpjHREs0PE_000080.wav,music,2.3899546184038307,/work107/luoxiaoxue/data/VGGSound/audios_16k/9Nkax3NgEIA_000030.wav,others,1.945090495833517,/work107/luoxiaoxue/data/VGGSound/audios_16k/BC4hHGLaUCI_000030.wav,speech,1.4233084077649902
/work107/luoxiaoxue/data/VGGSound/audios_16k/DvxsstmH0Qo_000270.wav,music,1.1838471649709668,/work107/luoxiaoxue/data/VGGSound/audios_16k/0_ppreuPMuk_000170.wav,music,1.9798324455808265,/work107/luoxiaoxue/data/VGGSound/audios_16k/pq0a0quDrBk_000090.wav,speech,2.3135312175632485,/work107/luoxiaoxue/data/VGGSound/audios_16k/d1pZdj6IzXw_000150.wav,music,-2.655476529577962
/work107/luoxiaoxue/data/VGGSound/audios_16k/ZOBSCqb5FT8_000200.wav,music,1.563285175562993,/work107/luoxiaoxue/data/VGGSound/audios_16k/2FebVhmmuZo_000060.wav,music,-1.381015224991117,/work107/luoxiaoxue/data/VGGSound/audios_16k/H867X9MA2x4_000130.wav,speech,-1.9324868739153664,/work107/luoxiaoxue/data/VGGSound/audios_16k/KrB5IiP7wvs_000040.wav,music,-1.5776061351308281
/work107/luoxiaoxue/data/VGGSound/audios_16k/MAlKAFqXGMY_000060.wav,music,-0.9743807460478866,/work107/luoxiaoxue/data/VGGSound/audios_16k/AfnruW7yERA_000481.wav,speech,1.1162844965842336,/work107/luoxiaoxue/data/VGGSound/audios_16k/0N0H2HyuUNA_000030.wav,speech,-2.2158472212948537,/work107/luoxiaoxue/data/VGGSound/audios_16k/MMFjRD-RUdU_000160.wav,music,1.012460848086965
/work107/luoxiaoxue/data/VGGSound/audios_16k/AYG_iDvq0s8_000330.wav,music,1.8451747596689927,/work107/luoxiaoxue/data/VGGSound/audios_16k/Xa_C1QRFETQ_000120.wav,music,-2.903624773260444,/work107/luoxiaoxue/data/VGGSound/audios_16k/ECqZ9PBFTS0_000020.wav,speech,-2.4182869657075354,/work107/luoxiaoxue/data/VGGSound/audios_16k/E1QLxY-ubCo_000000.wav,others,0.7709281087324626
/work107/luoxiaoxue/data/VGGSound/audios_16k/nENXs6n_ITI_000707.wav,music,1.2912979936989082,/work107/luoxiaoxue/data/VGGSound/audios_16k/UVVlDBD08Go_000028.wav,music,-0.5967926708801317,/work107/luoxiaoxue/data/VGGSound/audios_16k/t9w7itPYGlY_000100.wav,music,-0.36313651999519125,/work107/luoxiaoxue/data/VGGSound/audios_16k/DYCtWMJ4INE_000030.wav,speech,1.8861111564281963
/work107/luoxiaoxue/data/VGGSound/audios_16k/ScDVZRP2ewE_000024.wav,speech,2.8810981447890702,/work107/luoxiaoxue/data/VGGSound/audios_16k/-0Y5M39myZY_000030.wav,speech,-1.457419451907993,/work107/luoxiaoxue/data/VGGSound/audios_16k/7ILKcRVJ9Bo_000030.wav,speech,-0.4527233952714722,/work107/luoxiaoxue/data/VGGSound/audios_16k/-V2uLG7pjnc_000000.wav,music,0.9499276132456127
/work107/luoxiaoxue/data/VGGSound/audios_16k/oShoq7zbV7o_000030.wav,others,-1.0105621368045603,/work107/luoxiaoxue/data/VGGSound/audios_16k/6mHBwKyf0IY_000030.wav,speech,-2.1982580513941317,/work107/luoxiaoxue/data/VGGSound/audios_16k/7sWHmV0_Eus_000030.wav,speech,2.7074065876471245,/work107/luoxiaoxue/data/VGGSound/audios_16k/NRLdy7IuDgI_000330.wav,music,2.6731202211423053
/work107/luoxiaoxue/data/VGGSound/audios_16k/s4cMN4i_0XM_000030.wav,music,-1.1294363171710127,/work107/luoxiaoxue/data/VGGSound/audios_16k/1RrMaovFW4g_000030.wav,speech,-2.8099106965411305,/work107/luoxiaoxue/data/VGGSound/audios_16k/Wulj_n09wXA_000049.wav,others,0.45534834443873695,/work107/luoxiaoxue/data/VGGSound/audios_16k/3svqgnIP8J8_000030.wav,speech,-1.8850123959798362
/work107/luoxiaoxue/data/VGGSound/audios_16k/gpSrXa5kMls_000030.wav,others,-0.9377791718600008,/work107/luoxiaoxue/data/VGGSound/audios_16k/Zc1ZXm-rFLA_000109.wav,music,-2.97463624522289,/work107/luoxiaoxue/data/VGGSound/audios_16k/-5Zh8Ab4KX4_000006.wav,speech,-1.8222239116778223,/work107/luoxiaoxue/data/VGGSound/audios_16k/Kgn7Ufwgk0c_000310.wav,speech,-2.6434693176350685
/work107/luoxiaoxue/data/VGGSound/audios_16k/S7NGvpfYmn8_000050.wav,music,-2.46662497030976,/work107/luoxiaoxue/data/VGGSound/audios_16k/8ksqWdaIixQ_000090.wav,music,0.6448538496539369,/work107/luoxiaoxue/data/VGGSound/audios_16k/3wSDhSz2Vso_000030.wav,music,-2.858583378705955,/work107/luoxiaoxue/data/VGGSound/audios_16k/4f9UTGjtV5Q_000030.wav,speech,0.9664145930622139
/work107/luoxiaoxue/data/VGGSound/audios_16k/oicOAt5GoU0_000030.wav,music,0.6949147560575586,/work107/luoxiaoxue/data/VGGSound/audios_16k/Xys6AKppOwM_000080.wav,music,-1.171362301547023,/work107/luoxiaoxue/data/VGGSound/audios_16k/xtJrjTPMQAI_000060.wav,music,0.07400920498186858,/work107/luoxiaoxue/data/VGGSound/audios_16k/3qBHnmzQQbY_000030.wav,speech,-2.209879479235041
/work107/luoxiaoxue/data/VGGSound/audios_16k/vTAEyOXwRHI_000100.wav,others,-1.8534483809688789,/work107/luoxiaoxue/data/VGGSound/audios_16k/Qz7m0d-8IuI_000230.wav,music,1.3530613577838233,/work107/luoxiaoxue/data/VGGSound/audios_16k/IgP-FA06k5o_000030.wav,music,-0.7076389730125561,/work107/luoxiaoxue/data/VGGSound/audios_16k/84hExVbYonU_000030.wav,speech,-0.837009168215963
/work107/luoxiaoxue/data/VGGSound/audios_16k/c6Y91zNAVsQ_000070.wav,music,-0.4790135105197195,/work107/luoxiaoxue/data/VGGSound/audios_16k/rdiizBYOyEQ_000515.wav,music,-2.538037186528189,/work107/luoxiaoxue/data/VGGSound/audios_16k/Uml2lokoxbk_000000.wav,music,0.5256119078598043,/work107/luoxiaoxue/data/VGGSound/audios_16k/RRUXvtdajDc_000010.wav,speech,1.4671276816996146
/work107/luoxiaoxue/data/VGGSound/audios_16k/Q9UNIxrvxd4_000030.wav,music,0.8847968233470684,/work107/luoxiaoxue/data/VGGSound/audios_16k/1DUjfw2-hzE_000007.wav,music,1.9742520888434303,/work107/luoxiaoxue/data/VGGSound/audios_16k/44B0YpsGVvE_000030.wav,speech,2.8927654015578126,/work107/luoxiaoxue/data/VGGSound/audios_16k/q5oeiQlLPzs_000000.wav,others,-0.06878908278934848
/work107/luoxiaoxue/data/VGGSound/audios_16k/oDnaZa8IbFo_000029.wav,speech,-2.2583472460526135,/work107/luoxiaoxue/data/VGGSound/audios_16k/Tfpc2NvIVLk_000350.wav,music,-0.6057849719269441,/work107/luoxiaoxue/data/VGGSound/audios_16k/0lYCzxUKhsk_000030.wav,speech,0.34749869940069544,/work107/luoxiaoxue/data/VGGSound/audios_16k/ywK3OaJQbr0_000584.wav,speech,2.952972477897691
/work107/luoxiaoxue/data/VGGSound/audios_16k/0eaOknT-OS8_000001.wav,speech,-0.01682646616283412,/work107/luoxiaoxue/data/VGGSound/audios_16k/gXsqrwTSAF8_000000.wav,music,-2.948115004816665,/work107/luoxiaoxue/data/VGGSound/audios_16k/D4W50EfAS8Q_000030.wav,speech,0.02977770721549966,/work107/luoxiaoxue/data/VGGSound/audios_16k/xF9ekpXmKCM_000010.wav,speech,2.4624378047547255
/work107/luoxiaoxue/data/VGGSound/audios_16k/RQOzaqt9IIY_000030.wav,others,-0.7229105645625471,/work107/luoxiaoxue/data/VGGSound/audios_16k/H0o1tJY1yr4_000080.wav,music,-2.0074677908319134,/work107/luoxiaoxue/data/VGGSound/audios_16k/oHcoKivBU3s_000220.wav,music,-2.4957324630273217,/work107/luoxiaoxue/data/VGGSound/audios_16k/hcR4BiG8sZs_000150.wav,music,0.39565550309513897
/work107/luoxiaoxue/data/VGGSound/audios_16k/xXr74A3sAfs_000020.wav,music,-1.4822516407420145,/work107/luoxiaoxue/data/VGGSound/audios_16k/64fWAid9678_000106.wav,music,-0.9305201508670065,/work107/luoxiaoxue/data/VGGSound/audios_16k/cJTDchgcDbg_000016.wav,others,0.04018808946758945,/work107/luoxiaoxue/data/VGGSound/audios_16k/gpMWvDgf9ig_000360.wav,speech,1.5346390255916873
/work107/luoxiaoxue/data/VGGSound/audios_16k/0WMRsztTttc_000060.wav,music,0.8921320513929132,/work107/luoxiaoxue/data/VGGSound/audios_16k/AXRaTbTtyK4_000030.wav,speech,-1.4458960442924578,/work107/luoxiaoxue/data/VGGSound/audios_16k/Xv3fhXBlS1M_000074.wav,speech,0.043467083000217066,/work107/luoxiaoxue/data/VGGSound/audios_16k/8XUTQBmq1tA_000030.wav,speech,-2.1829450004667197
/work107/luoxiaoxue/data/VGGSound/audios_16k/Cp42GXkbtj4_000015.wav,speech,-0.6561502123808536,/work107/luoxiaoxue/data/VGGSound/audios_16k/u8qFCfqssGM_000140.wav,music,2.340166050007971,/work107/luoxiaoxue/data/VGGSound/audios_16k/EtysT0Xx2qI_000022.wav,others,-0.7848211157072629,/work107/luoxiaoxue/data/VGGSound/audios_16k/KBe_34WblIM_000030.wav,others,2.002045529489477
/work107/luoxiaoxue/data/VGGSound/audios_16k/8tJsNYnYfbg_000030.wav,music,0.05103370685367725,/work107/luoxiaoxue/data/VGGSound/audios_16k/0zH6iodRJG4_000260.wav,speech,-1.080486255763115,/work107/luoxiaoxue/data/VGGSound/audios_16k/cM4YqoZx-Jc_000030.wav,music,-1.302514544025631,/work107/luoxiaoxue/data/VGGSound/audios_16k/N387HQu3Hws_000150.wav,music,2.978680756105783
/work107/luoxiaoxue/data/VGGSound/audios_16k/m_vcetRRBhA_000000.wav,music,1.8111883880512316,/work107/luoxiaoxue/data/VGGSound/audios_16k/A_0JDjjTcEc_000200.wav,music,-2.19834979650569,/work107/luoxiaoxue/data/VGGSound/audios_16k/8Zh4i1sSgJo_000030.wav,music,-1.7314638048613362,/work107/luoxiaoxue/data/VGGSound/audios_16k/MrrxA1Doh-g_000007.wav,others,-1.5370038341779664
/work107/luoxiaoxue/data/VGGSound/audios_16k/Tq2cNOnZ0Eo_000030.wav,music,-0.17105144529820526,/work107/luoxiaoxue/data/VGGSound/audios_16k/oicOAt5GoU0_000030.wav,music,-1.1471412875055707,/work107/luoxiaoxue/data/VGGSound/audios_16k/QgEi6pAW36g_000150.wav,speech,-1.7345015695240449,/work107/luoxiaoxue/data/VGGSound/audios_16k/_kHwzBbVGb4_000100.wav,others,-1.7086140268708712
/work107/luoxiaoxue/data/VGGSound/audios_16k/EEuezM5QG94_000150.wav,speech,1.1445771145566104,/work107/luoxiaoxue/data/VGGSound/audios_16k/lTZVwNGdUpE_000330.wav,music,2.0924288140374827,/work107/luoxiaoxue/data/VGGSound/audios_16k/BYqQUIcotfA_000390.wav,speech,-2.5081109151083294,/work107/luoxiaoxue/data/VGGSound/audios_16k/csdWzOri9pk_000070.wav,others,-0.9619587593460581
/work107/luoxiaoxue/data/VGGSound/audios_16k/OCw0GOvkfGg_000196.wav,music,2.5693558819026547,/work107/luoxiaoxue/data/VGGSound/audios_16k/h9FgW_BqWAo_000530.wav,others,0.6813345555100376,/work107/luoxiaoxue/data/VGGSound/audios_16k/3PMy6CjciUM_000030.wav,speech,2.692126029882763,/work107/luoxiaoxue/data/VGGSound/audios_16k/2e1juXs5N7U_000030.wav,speech,-0.033125815113777435
/work107/luoxiaoxue/data/VGGSound/audios_16k/U8ZlYT6s97M_000030.wav,music,-0.9228417603796766,/work107/luoxiaoxue/data/VGGSound/audios_16k/DuVIP2L8glM_000030.wav,music,2.3649893329211977,/work107/luoxiaoxue/data/VGGSound/audios_16k/_ovFsqbWmpQ_000040.wav,music,-1.8700678652533889,/work107/luoxiaoxue/data/VGGSound/audios_16k/ILGttENN29k_000020.wav,speech,1.2163481612880744
/work107/luoxiaoxue/data/VGGSound/audios_16k/SXM_YSOBhP0_000490.wav,others,1.5083914757751753,/work107/luoxiaoxue/data/VGGSound/audios_16k/kvc_A72w4S4_000060.wav,speech,2.92641771291054,/work107/luoxiaoxue/data/VGGSound/audios_16k/hjQZUUVPZ6w_000140.wav,music,0.6403224077066252,/work107/luoxiaoxue/data/VGGSound/audios_16k/-GSvbBGWvb0_000030.wav,speech,2.4873413520652683
/work107/luoxiaoxue/data/VGGSound/audios_16k/Yq7yLrlAE1A_000520.wav,others,-0.5851696322075708,/work107/luoxiaoxue/data/VGGSound/audios_16k/UCl-ur_pr2o_000240.wav,others,1.3029514428333773,/work107/luoxiaoxue/data/VGGSound/audios_16k/yB95cLxwtL8_000030.wav,music,-1.803165228750028,/work107/luoxiaoxue/data/VGGSound/audios_16k/1wvOG7UcSNc_000030.wav,speech,1.626476672780802
/work107/luoxiaoxue/data/VGGSound/audios_16k/4RhARbjonAQ_000000.wav,others,2.301099426775349,/work107/luoxiaoxue/data/VGGSound/audios_16k/SQz29-4O6u0_000030.wav,music,0.13929822168801653,/work107/luoxiaoxue/data/VGGSound/audios_16k/ET9kOjyP_tk_000030.wav,speech,-0.17193231478029514,/work107/luoxiaoxue/data/VGGSound/audios_16k/1U0RE4t9w3Y_000220.wav,music,0.488844695498023
/work107/luoxiaoxue/data/VGGSound/audios_16k/7e5jm486oKI_000010.wav,music,1.0531264459640663,/work107/luoxiaoxue/data/VGGSound/audios_16k/FPDDyRF7eSg_000030.wav,music,-0.1484638208168878,/work107/luoxiaoxue/data/VGGSound/audios_16k/Vem0D4NYkM8_000280.wav,others,2.100794811018165,/work107/luoxiaoxue/data/VGGSound/audios_16k/Wulj_n09wXA_000049.wav,others,-2.457247796758274
/work107/luoxiaoxue/data/VGGSound/audios_16k/ZCCYWuOMy4U_000030.wav,speech,-2.8649173048089605,/work107/luoxiaoxue/data/VGGSound/audios_16k/1uSavuICk1M_000040.wav,others,1.4236495097093398,/work107/luoxiaoxue/data/VGGSound/audios_16k/iOXaRsq1V7U_000130.wav,speech,-2.5942686301441564,/work107/luoxiaoxue/data/VGGSound/audios_16k/UrLBGJFM2vQ_000010.wav,speech,-0.38574215903693343
/work107/luoxiaoxue/data/VGGSound/audios_16k/BvLZwKRRCp8_000030.wav,speech,-1.4673460030001648,/work107/luoxiaoxue/data/VGGSound/audios_16k/tZ1uhLB2PSM_000050.wav,music,-1.281484598583789,/work107/luoxiaoxue/data/VGGSound/audios_16k/cRSuIVI_YV0_000138.wav,music,-2.611751289115607,/work107/luoxiaoxue/data/VGGSound/audios_16k/oKChPFtrxu0_000020.wav,music,-0.5131189424643177
/work107/luoxiaoxue/data/VGGSound/audios_16k/BkUBuiWZo60_000024.wav,speech,2.9460416803391887,/work107/luoxiaoxue/data/VGGSound/audios_16k/ueqpEirvZuE_000420.wav,speech,2.38065585203515,/work107/luoxiaoxue/data/VGGSound/audios_16k/-RnWcqsgvyc_000030.wav,speech,-2.5082753256035764,/work107/luoxiaoxue/data/VGGSound/audios_16k/90epcLGmsoo_000030.wav,music,-2.907994509432041
/work107/luoxiaoxue/data/VGGSound/audios_16k/O5XTcs83l5w_000110.wav,speech,1.4472771062604615,/work107/luoxiaoxue/data/VGGSound/audios_16k/j7VmOTf8BU4_000041.wav,music,-0.34941853635118125,/work107/luoxiaoxue/data/VGGSound/audios_16k/AfNPAXHf68Q_000030.wav,speech,0.11797215498625357,/work107/luoxiaoxue/data/VGGSound/audios_16k/TkIi7GER2YY_000110.wav,music,-2.059062735761981
