s1_path,s1_label,s1_snr,s2_path,s2_label,s2_snr,s3_path,s3_label,s3_snr
/work107/luoxiaoxue/data/VGGSound/audios_16k/0Pk3d8Qn6p4_000060.wav,music,-2.5122634502234544,/work107/luoxiaoxue/data/VGGSound/audios_16k/nQDgqL5o62c_000050.wav,music,-1.806951112920946,/work107/luoxiaoxue/data/VGGSound/audios_16k/BYqQUIcotfA_000390.wav,speech,2.5975134932306414
/work107/luoxiaoxue/data/VGGSound/audios_16k/4CpSIH5CogE_000280.wav,music,0.4135711024548163,/work107/luoxiaoxue/data/VGGSound/audios_16k/fFn2P7ZRIeM_000480.wav,music,-0.04351715106460663,/work107/luoxiaoxue/data/VGGSound/audios_16k/v617yIscDCc_000070.wav,others,-0.024493679030676674
/work107/luoxiaoxue/data/VGGSound/audios_16k/AvxWVvu0qeo_000030.wav,speech,2.2787586653802867,/work107/luoxiaoxue/data/VGGSound/audios_16k/CyZB1asF1cM_000030.wav,speech,2.2163183203913004,/work107/luoxiaoxue/data/VGGSound/audios_16k/FfAGd9uFcuc_000029.wav,music,-1.4118196686010682
/work107/luoxiaoxue/data/VGGSound/audios_16k/R37ytuqBoFQ_000090.wav,speech,1.120765004293352,/work107/luoxiaoxue/data/VGGSound/audios_16k/pXFZduavsH0_000016.wav,music,-2.0936261955198066,/work107/luoxiaoxue/data/VGGSound/audios_16k/BnRtoIC87Po_000030.wav,speech,-2.078010125318961
/work107/luoxiaoxue/data/VGGSound/audios_16k/pm6P94BJ8c8_000060.wav,others,-1.4549240844611118,/work107/luoxiaoxue/data/VGGSound/audios_16k/-cCfCIFoQDY_000050.wav,speech,-0.1699260955139117,/work107/luoxiaoxue/data/VGGSound/audios_16k/m1yNB4Z_dAA_000030.wav,others,0.13353197734347155
/work107/luoxiaoxue/data/VGGSound/audios_16k/2_ljDKHdv6g_000000.wav,others,-0.8820587504261077,/work107/luoxiaoxue/data/VGGSound/audios_16k/9FfuTKxPMac_000030.wav,speech,-0.4364370728190874,/work107/luoxiaoxue/data/VGGSound/audios_16k/tZ1uhLB2PSM_000050.wav,music,-1.807557593290736
/work107/luoxiaoxue/data/VGGSound/audios_16k/4gyda6wcww0_000030.wav,others,2.8153278761197926,/work107/luoxiaoxue/data/VGGSound/audios_16k/t4t2VmCdGpE_000060.wav,speech,-0.604603790299981,/work107/luoxiaoxue/data/VGGSound/audios_16k/zQptvcZ6Q64_000040.wav,others,1.0327238812478718
/work107/luoxiaoxue/data/VGGSound/audios_16k/b8KSPuiPG68_000140.wav,music,-1.1768946971821261,/work107/luoxiaoxue/data/VGGSound/audios_16k/NJpgFHYA7NY_000050.wav,others,2.727171453809187,/work107/luoxiaoxue/data/VGGSound/audios_16k/CrO5TBhKZns_000580.wav,others,0.5795979865336047
/work107/luoxiaoxue/data/VGGSound/audios_16k/v87vVWHYHGA_000050.wav,speech,0.7344544733918914,/work107/luoxiaoxue/data/VGGSound/audios_16k/lILhTfu9AMQ_000277.wav,music,0.36360526470247034,/work107/luoxiaoxue/data/VGGSound/audios_16k/RQFySnj-NbM_000067.wav,music,0.03476420056540519
/work107/luoxiaoxue/data/VGGSound/audios_16k/10v59CD0ylk_000030.wav,speech,-2.5153070339984005,/work107/luoxiaoxue/data/VGGSound/audios_16k/gpnzui_JNhc_000010.wav,music,2.7738926205048884,/work107/luoxiaoxue/data/VGGSound/audios_16k/aH_xbzU6MDk_000190.wav,music,-0.32762099979214776
/work107/luoxiaoxue/data/VGGSound/audios_16k/UI9FQzMu6EM_000050.wav,speech,-0.8895609241402669,/work107/luoxiaoxue/data/VGGSound/audios_16k/9j5vp1kID4o_000036.wav,music,-2.4344548701227735,/work107/luoxiaoxue/data/VGGSound/audios_16k/RQFySnj-NbM_000067.wav,music,1.0381057779142502
/work107/luoxiaoxue/data/VGGSound/audios_16k/i7VpUHIvs7o_000037.wav,music,-2.185853439287085,/work107/luoxiaoxue/data/VGGSound/audios_16k/f8paUyzC5jM_000100.wav,music,2.6483486097383633,/work107/luoxiaoxue/data/VGGSound/audios_16k/9PRh_Sku-hE_000030.wav,speech,1.7692012254288105
/work107/luoxiaoxue/data/VGGSound/audios_16k/mTGgwF5ms-g_000289.wav,speech,-1.1012557513926038,/work107/luoxiaoxue/data/VGGSound/audios_16k/KkFZxxE6vvI_000030.wav,music,2.4569736316405306,/work107/luoxiaoxue/data/VGGSound/audios_16k/2jyQeYFdliw_000490.wav,others,-0.2107139504523916
/work107/luoxiaoxue/data/VGGSound/audios_16k/TvtB-5umIfM_000270.wav,music,2.78032129455545,/work107/luoxiaoxue/data/VGGSound/audios_16k/uRC1UkOH-zk_000100.wav,speech,1.8222268357023186,/work107/luoxiaoxue/data/VGGSound/audios_16k/DnzsQDFt3Ik_000184.wav,others,0.13871436226249045
/work107/luoxiaoxue/data/VGGSound/audios_16k/uzcBB-j-IVU_000010.wav,others,-1.811381766471163,/work107/luoxiaoxue/data/VGGSound/audios_16k/uURC7InX6iY_000267.wav,music,2.2167188596353418,/work107/luoxiaoxue/data/VGGSound/audios_16k/F5viHJ07fNM_000031.wav,music,-2.830154714199031
/work107/luoxiaoxue/data/VGGSound/audios_16k/S-4YdzG0WoA_000100.wav,others,-2.8639041283947644,/work107/luoxiaoxue/data/VGGSound/audios_16k/mpoV-SHNr08_000030.wav,speech,2.906160682872409,/work107/luoxiaoxue/data/VGGSound/audios_16k/nlJXad_q8Mg_000220.wav,speech,-1.54880378017279
/work107/luoxiaoxue/data/VGGSound/audios_16k/iAykQrBfy68_000032.wav,music,0.3630573973069886,/work107/luoxiaoxue/data/VGGSound/audios_16k/zKS1GFJxYCw_000005.wav,others,2.963179092932923,/work107/luoxiaoxue/data/VGGSound/audios_16k/qpeRiZGAeC0_000000.wav,others,-0.09185378844414505
/work107/luoxiaoxue/data/VGGSound/audios_16k/9sI2TE2HciU_000030.wav,speech,-1.455820225938305,/work107/luoxiaoxue/data/VGGSound/audios_16k/V1jD7zi-6vo_000013.wav,music,-0.6847378807457267,/work107/luoxiaoxue/data/VGGSound/audios_16k/1sDKR0cDd8c_000030.wav,speech,2.105788135900238
/work107/luoxiaoxue/data/VGGSound/audios_16k/ENq8KlN9JOw_000020.wav,others,0.8891633015064331,/work107/luoxiaoxue/data/VGGSound/audios_16k/ofjRJQZF_vM_000040.wav,speech,-2.9667859537486914,/work107/luoxiaoxue/data/VGGSound/audios_16k/OmP5yJgpACQ_000080.wav,music,-1.912672552492164
/work107/luoxiaoxue/data/VGGSound/audios_16k/kCEavMgHOP8_000000.wav,music,1.4474078387339313,/work107/luoxiaoxue/data/VGGSound/audios_16k/pts4wyTF7IM_000140.wav,music,0.3978752671198311,/work107/luoxiaoxue/data/VGGSound/audios_16k/cJTDchgcDbg_000020.wav,others,1.6200225330490063
/work107/luoxiaoxue/data/VGGSound/audios_16k/l4K1Xb3ebuI_000100.wav,music,-1.2845333449125549,/work107/luoxiaoxue/data/VGGSound/audios_16k/-ypg4VhPQzg_000030.wav,speech,2.1035528020903023,/work107/luoxiaoxue/data/VGGSound/audios_16k/dHn-Gbv6mS0_000520.wav,speech,2.5122215789944704
/work107/luoxiaoxue/data/VGGSound/audios_16k/FY7gwVCnOS4_000024.wav,others,1.813884527094105,/work107/luoxiaoxue/data/VGGSound/audios_16k/9--d717STI0_000030.wav,speech,-2.1494757506236875,/work107/luoxiaoxue/data/VGGSound/audios_16k/PsIGkrB54mA_000065.wav,music,0.6250431152264726
/work107/luoxiaoxue/data/VGGSound/audios_16k/SAcKKOYUaIs_000346.wav,speech,-0.7161462081909713,/work107/luoxiaoxue/data/VGGSound/audios_16k/3N5_BgS7y0U_000010.wav,music,-0.37802777006653177,/work107/luoxiaoxue/data/VGGSound/audios_16k/U0GEAaD9ooM_000010.wav,speech,-2.973975458446164
/work107/luoxiaoxue/data/VGGSound/audios_16k/vNxD8WP490o_000010.wav,speech,1.7893870518126436,/work107/luoxiaoxue/data/VGGSound/audios_16k/79WG3JLjCR4_000030.wav,music,2.89124491306476,/work107/luoxiaoxue/data/VGGSound/audios_16k/aMFjOF48PgY_000000.wav,music,-2.305535298772684
/work107/luoxiaoxue/data/VGGSound/audios_16k/FY7gwVCnOS4_000024.wav,others,-0.05440792618190571,/work107/luoxiaoxue/data/VGGSound/audios_16k/DevY3IXk--M_000240.wav,others,-2.3859550156987783,/work107/luoxiaoxue/data/VGGSound/audios_16k/EAlpf1iafsQ_000030.wav,speech,2.258991406906415
/work107/luoxiaoxue/data/VGGSound/audios_16k/mphVIh_JgD0_000020.wav,others,0.30495888065555743,/work107/luoxiaoxue/data/VGGSound/audios_16k/D0WnN-DeF7Q_000030.wav,speech,-0.9715866060039366,/work107/luoxiaoxue/data/VGGSound/audios_16k/9LmxKv4OUM4_000210.wav,music,-0.2813671488799132
/work107/luoxiaoxue/data/VGGSound/audios_16k/1KZ0cJhqmW4_000060.wav,others,1.3244611474699228,/work107/luoxiaoxue/data/VGGSound/audios_16k/lf6ikZIYHTw_000010.wav,others,0.7505516024019991,/work107/luoxiaoxue/data/VGGSound/audios_16k/uPIulmVCfNw_000000.wav,speech,-0.7097005226709774
/work107/luoxiaoxue/data/VGGSound/audios_16k/405ElhsuYd4_000320.wav,speech,0.20223704057603697,/work107/luoxiaoxue/data/VGGSound/audios_16k/AcvHsHyQWaM_000017.wav,others,-0.13035354522774423,/work107/luoxiaoxue/data/VGGSound/audios_16k/kh1drIwDfSY_000030.wav,speech,2.0202001102921345
/work107/luoxiaoxue/data/VGGSound/audios_16k/-YakLAKrO8c_000080.wav,speech,-0.4440447088822501,/work107/luoxiaoxue/data/VGGSound/audios_16k/n4Ip0y7up94_000030.wav,speech,-1.6644476968281363,/work107/luoxiaoxue/data/VGGSound/audios_16k/hCQC87nOR9g_000040.wav,music,0.7026968887330183
/work107/luoxiaoxue/data/VGGSound/audios_16k/JYzentxQJik_000140.wav,speech,-2.018103501748724,/work107/luoxiaoxue/data/VGGSound/audios_16k/BYtqKds-Q4I_000080.wav,music,-0.40176624119167315,/work107/luoxiaoxue/data/VGGSound/audios_16k/4JxMhLR9Kr4_000030.wav,speech,2.8383099744402687
/work107/luoxiaoxue/data/VGGSound/audios_16k/1k1eMJE_hho_000030.wav,speech,-2.93300019457907,/work107/luoxiaoxue/data/VGGSound/audios_16k/tJlwXHmT774_000050.wav,music,1.1851971691980134,/work107/luoxiaoxue/data/VGGSound/audios_16k/B1PCfww3WaU_000440.wav,speech,2.8870134373266456
/work107/luoxiaoxue/data/VGGSound/audios_16k/cFiwWgMXnaE_000030.wav,music,0.4668235712520765,/work107/luoxiaoxue/data/VGGSound/audios_16k/A1SCmq2k-es_000030.wav,speech,-1.7316810489743457,/work107/luoxiaoxue/data/VGGSound/audios_16k/LjbvhogLa4o_000050.wav,others,1.4493356557247576
/work107/luoxiaoxue/data/VGGSound/audios_16k/KXK8edltsYg_000410.wav,speech,-1.4412411231865105,/work107/luoxiaoxue/data/VGGSound/audios_16k/n2EguLSOH9k_000210.wav,others,-1.6031460046219985,/work107/luoxiaoxue/data/VGGSound/audios_16k/7b-uEoE0_Z0_000100.wav,music,-2.6442683422681927
/work107/luoxiaoxue/data/VGGSound/audios_16k/0dKPjNKg-Ec_000080.wav,music,-1.763095219934682,/work107/luoxiaoxue/data/VGGSound/audios_16k/BuD3zqP1TbU_000060.wav,others,-0.7060048080176191,/work107/luoxiaoxue/data/VGGSound/audios_16k/O84Wf-Z3sgs_000080.wav,music,2.1860760581191334
/work107/luoxiaoxue/data/VGGSound/audios_16k/9K-DWvuXHI4_000030.wav,speech,1.8438941652709495,/work107/luoxiaoxue/data/VGGSound/audios_16k/7hnA4gnP46E_000030.wav,music,-0.2930813187082517,/work107/luoxiaoxue/data/VGGSound/audios_16k/36xzrUTlmKw_000040.wav,others,-1.7984223281079237
/work107/luoxiaoxue/data/VGGSound/audios_16k/5sUA0YyCbuo_000030.wav,speech,-2.224533520182665,/work107/luoxiaoxue/data/VGGSound/audios_16k/XuSmnAhxZoo_000393.wav,music,-2.6194328983945985,/work107/luoxiaoxue/data/VGGSound/audios_16k/5H4sD4YIo1g_000040.wav,others,1.5988750559857827
/work107/luoxiaoxue/data/VGGSound/audios_16k/D4W50EfAS8Q_000030.wav,speech,-1.0750508218147408,/work107/luoxiaoxue/data/VGGSound/audios_16k/CnJC4GE-ATA_000120.wav,music,2.2669889254622726,/work107/luoxiaoxue/data/VGGSound/audios_16k/f8yE0JezHwU_000180.wav,speech,-0.28401200988307895
/work107/luoxiaoxue/data/VGGSound/audios_16k/vg4s4-648pc_000256.wav,speech,1.1582981800714025,/work107/luoxiaoxue/data/VGGSound/audios_16k/KkTwVZmkKIc_000130.wav,music,1.7079419552391952,/work107/luoxiaoxue/data/VGGSound/audios_16k/pHWnr9Sn_Bk_000010.wav,speech,2.5402219319612858
/work107/luoxiaoxue/data/VGGSound/audios_16k/YcXrQmyOvy4_000160.wav,speech,1.2839420542035507,/work107/luoxiaoxue/data/VGGSound/audios_16k/za5H1KFJDxQ_000030.wav,music,0.5088295930091191,/work107/luoxiaoxue/data/VGGSound/audios_16k/cOOJQRCP7bk_000070.wav,music,1.7692333368903874
/work107/luoxiaoxue/data/VGGSound/audios_16k/fQzJW4C89Is_000270.wav,music,2.6674641667024135,/work107/luoxiaoxue/data/VGGSound/audios_16k/Sf0kDGVkVzQ_000029.wav,speech,0.8082482097138572,/work107/luoxiaoxue/data/VGGSound/audios_16k/-skChoO4NgU_000030.wav,speech,-2.8637261824130116
/work107/luoxiaoxue/data/VGGSound/audios_16k/0FE2J7RJrco_000040.wav,others,-2.857405417444645,/work107/luoxiaoxue/data/VGGSound/audios_16k/wgS8JmRU9H0_000030.wav,music,0.5521593197348826,/work107/luoxiaoxue/data/VGGSound/audios_16k/Td29n7zkyQ4_000126.wav,speech,1.229080753449332
/work107/luoxiaoxue/data/VGGSound/audios_16k/7pa-jZW3wAo_000030.wav,speech,-2.9407020881529284,/work107/luoxiaoxue/data/VGGSound/audios_16k/JMBRg23JGJQ_000370.wav,speech,1.9254573146638876,/work107/luoxiaoxue/data/VGGSound/audios_16k/1U0RE4t9w3Y_000220.wav,music,-0.9440482191262634
/work107/luoxiaoxue/data/VGGSound/audios_16k/SctUKzyNPVg_000029.wav,speech,2.2661907473586727,/work107/luoxiaoxue/data/VGGSound/audios_16k/UekNgGYeivc_000330.wav,speech,0.961726850667846,/work107/luoxiaoxue/data/VGGSound/audios_16k/cE8PMfi_nQg_000103.wav,music,1.0525528925588032
/work107/luoxiaoxue/data/VGGSound/audios_16k/1SEN5deyHys_000130.wav,speech,-0.626337817844357,/work107/luoxiaoxue/data/VGGSound/audios_16k/usxC3l2E9TY_000010.wav,music,2.1353208795353256,/work107/luoxiaoxue/data/VGGSound/audios_16k/ctAkq-_4N3I_000412.wav,music,-1.5333220426274257
/work107/luoxiaoxue/data/VGGSound/audios_16k/3ixWyHcvDJo_000030.wav,speech,1.3242143957348258,/work107/luoxiaoxue/data/VGGSound/audios_16k/RGurTRr5gOY_000049.wav,music,0.26510181061944404,/work107/luoxiaoxue/data/VGGSound/audios_16k/UC5QXZe-_xk_000000.wav,music,2.336739326981742
/work107/luoxiaoxue/data/VGGSound/audios_16k/MoXmJmnpEc8_000030.wav,music,1.0250435296290306,/work107/luoxiaoxue/data/VGGSound/audios_16k/6R5QAck0LFs_000030.wav,speech,-0.4901598165601291,/work107/luoxiaoxue/data/VGGSound/audios_16k/3V0QtWp9PGQ_000020.wav,music,1.6678953691403855
/work107/luoxiaoxue/data/VGGSound/audios_16k/-_iPl2Au1eU_000030.wav,speech,0.2527400875214987,/work107/luoxiaoxue/data/VGGSound/audios_16k/3KX4lLlY_wE_000100.wav,music,-1.0157450132243726,/work107/luoxiaoxue/data/VGGSound/audios_16k/2CNvgHpwD6w_000020.wav,music,-0.8704056802488882
/work107/luoxiaoxue/data/VGGSound/audios_16k/YDsPLvuwr3Y_000030.wav,others,2.743372456749505,/work107/luoxiaoxue/data/VGGSound/audios_16k/xEVtUw-3CDc_000030.wav,music,2.1755831075630514,/work107/luoxiaoxue/data/VGGSound/audios_16k/wOQO3eFasqo_000040.wav,speech,-2.046677092181637
/work107/luoxiaoxue/data/VGGSound/audios_16k/HeQch-tqle4_000050.wav,speech,-2.1360205240174404,/work107/luoxiaoxue/data/VGGSound/audios_16k/aZtUKfuGKjU_000180.wav,music,-2.1269520196089227,/work107/luoxiaoxue/data/VGGSound/audios_16k/09kNDuCxSJ0_000030.wav,speech,-1.5909364223684759
/work107/luoxiaoxue/data/VGGSound/audios_16k/-Ls9TLd17DY_000030.wav,speech,0.9341057401090413,/work107/luoxiaoxue/data/VGGSound/audios_16k/Dk2IGwfyQ9I_000030.wav,speech,2.3806525317668807,/work107/luoxiaoxue/data/VGGSound/audios_16k/QtHALm9dj2o_000030.wav,music,-0.47894636594842677
/work107/luoxiaoxue/data/VGGSound/audios_16k/qEIaf71U6Ag_000000.wav,music,-2.0771369993412607,/work107/luoxiaoxue/data/VGGSound/audios_16k/sXNyrBT7ocM_000130.wav,music,2.4987605581450527,/work107/luoxiaoxue/data/VGGSound/audios_16k/-mdPX2djAUY_000010.wav,others,1.7836979969220303
/work107/luoxiaoxue/data/VGGSound/audios_16k/_JWNFGmIgH4_000047.wav,music,1.7723270581590196,/work107/luoxiaoxue/data/VGGSound/audios_16k/lILhTfu9AMQ_000277.wav,music,0.17672803072151844,/work107/luoxiaoxue/data/VGGSound/audios_16k/d2a2X9m-Fn4_000010.wav,others,2.9097088564575717
/work107/luoxiaoxue/data/VGGSound/audios_16k/tZ1uhLB2PSM_000050.wav,music,-2.91039902995429,/work107/luoxiaoxue/data/VGGSound/audios_16k/BBFhnzJeXN0_000030.wav,speech,-2.574798224089948,/work107/luoxiaoxue/data/VGGSound/audios_16k/dEvH2aKUPbI_000050.wav,others,2.0425466815319124
/work107/luoxiaoxue/data/VGGSound/audios_16k/xU4m1Crs0IU_000070.wav,music,2.425681084815408,/work107/luoxiaoxue/data/VGGSound/audios_16k/1E35uS6Zcr0_000030.wav,speech,-2.026772904459601,/work107/luoxiaoxue/data/VGGSound/audios_16k/DvN1f4paTN0_000030.wav,speech,1.8883151874972492
/work107/luoxiaoxue/data/VGGSound/audios_16k/STr4-FxNNyQ_000000.wav,others,-2.150138633326982,/work107/luoxiaoxue/data/VGGSound/audios_16k/wqMoQkNqb3U_000000.wav,others,0.9415401771638576,/work107/luoxiaoxue/data/VGGSound/audios_16k/4Rto9BkNv-Y_000030.wav,speech,2.07787726538335
/work107/luoxiaoxue/data/VGGSound/audios_16k/fYR10k61sfk_000310.wav,speech,0.3140687360645025,/work107/luoxiaoxue/data/VGGSound/audios_16k/-e-68LOpw8k_000160.wav,music,2.305670523878315,/work107/luoxiaoxue/data/VGGSound/audios_16k/DwGQr9Wd2ig_000030.wav,speech,1.9641805059470858
/work107/luoxiaoxue/data/VGGSound/audios_16k/oyXpcpeQ-pg_000080.wav,speech,-2.484037508327201,/work107/luoxiaoxue/data/VGGSound/audios_16k/Zx5zo1jK18U_000050.wav,others,-1.149693023827489,/work107/luoxiaoxue/data/VGGSound/audios_16k/h_AaexPNN8Y_000370.wav,others,0.0422352727945845
/work107/luoxiaoxue/data/VGGSound/audios_16k/KuJ_lZWYi1s_000020.wav,music,-0.6542831716211182,/work107/luoxiaoxue/data/VGGSound/audios_16k/4LsKECJAmR4_000030.wav,speech,-0.4396863026849678,/work107/luoxiaoxue/data/VGGSound/audios_16k/AKSkfp-XKVw_000030.wav,speech,-0.20188974307447527
/work107/luoxiaoxue/data/VGGSound/audios_16k/BzJcP1ZeC7s_000030.wav,speech,-2.642021439942065,/work107/luoxiaoxue/data/VGGSound/audios_16k/8KDa3i51qXk_000168.wav,music,-1.0607001483080063,/work107/luoxiaoxue/data/VGGSound/audios_16k/RJ7w4kth6S8_000230.wav,music,2.3756811335921793
/work107/luoxiaoxue/data/VGGSound/audios_16k/VTsAzPNgrSs_000400.wav,music,2.6134003443754343,/work107/luoxiaoxue/data/VGGSound/audios_16k/BZjyf7g4vz0_000128.wav,music,2.9505217288390124,/work107/luoxiaoxue/data/VGGSound/audios_16k/7oHHCFuGm4E_000030.wav,speech,0.21717097506673433
/work107/luoxiaoxue/data/VGGSound/audios_16k/GlmcjzEDRg4_000310.wav,music,1.891524217872253,/work107/luoxiaoxue/data/VGGSound/audios_16k/DdedqiE-hPU_000154.wav,speech,-0.8356131617753362,/work107/luoxiaoxue/data/VGGSound/audios_16k/dYal3KChE_8_000000.wav,music,-1.4287320467158275
/work107/luoxiaoxue/data/VGGSound/audios_16k/866zQ-DFy1E_000030.wav,speech,2.661801210723511,/work107/luoxiaoxue/data/VGGSound/audios_16k/PsoekxS0VqQ_000090.wav,music,-1.543901027264809,/work107/luoxiaoxue/data/VGGSound/audios_16k/uVbpREJPp34_000030.wav,speech,-0.6424223718903566
/work107/luoxiaoxue/data/VGGSound/audios_16k/m_vcetRRBhA_000000.wav,music,-2.887048160374869,/work107/luoxiaoxue/data/VGGSound/audios_16k/6pn1VjTGBho_000260.wav,others,-0.6621436706268984,/work107/luoxiaoxue/data/VGGSound/audios_16k/YNi6J4XbLRE_000030.wav,speech,-1.3886768820258026
/work107/luoxiaoxue/data/VGGSound/audios_16k/zJOlVinSfB4_000010.wav,speech,0.5213946550243076,/work107/luoxiaoxue/data/VGGSound/audios_16k/bsZLqJPDqyI_000070.wav,others,-2.3603419767466645,/work107/luoxiaoxue/data/VGGSound/audios_16k/L711Cx131fU_000059.wav,others,-2.4547616285405125
/work107/luoxiaoxue/data/VGGSound/audios_16k/yOoWmYTsIaI_000030.wav,music,-1.447096581141213,/work107/luoxiaoxue/data/VGGSound/audios_16k/hbmfBT_vE1w_000120.wav,music,2.8079020778059576,/work107/luoxiaoxue/data/VGGSound/audios_16k/83u2vOHb52Y_000030.wav,speech,2.0039995543359135
/work107/luoxiaoxue/data/VGGSound/audios_16k/cqgp5exzIMs_000030.wav,music,-0.4320372322699795,/work107/luoxiaoxue/data/VGGSound/audios_16k/1-3nedESLZs_000030.wav,music,2.80412914819288,/work107/luoxiaoxue/data/VGGSound/audios_16k/aHwbJLJW9o0_000020.wav,others,1.3232336028459004
/work107/luoxiaoxue/data/VGGSound/audios_16k/8gdvt07xNMs_000100.wav,music,-2.9995465481978463,/work107/luoxiaoxue/data/VGGSound/audios_16k/9LQSvE07_qw_000040.wav,speech,-0.7680335197314454,/work107/luoxiaoxue/data/VGGSound/audios_16k/DTzILdRUnuQ_000010.wav,others,-2.068398702803619
/work107/luoxiaoxue/data/VGGSound/audios_16k/N4M4nFVftC4_000000.wav,speech,1.05147371307884,/work107/luoxiaoxue/data/VGGSound/audios_16k/wiKeubYBEjI_000090.wav,speech,0.824299927154196,/work107/luoxiaoxue/data/VGGSound/audios_16k/MuJQF1bmlrs_000071.wav,music,-2.3894894251383643
/work107/luoxiaoxue/data/VGGSound/audios_16k/DpVQhM2fxSo_000070.wav,music,-0.48356517567794466,/work107/luoxiaoxue/data/VGGSound/audios_16k/2ETM0ypWQoo_000010.wav,music,1.686233842715401,/work107/luoxiaoxue/data/VGGSound/audios_16k/cJTDchgcDbg_000020.wav,others,-2.959202783871595
/work107/luoxiaoxue/data/VGGSound/audios_16k/DS_kzdgXoV4_000030.wav,music,-2.898626272170853,/work107/luoxiaoxue/data/VGGSound/audios_16k/ha_8IR3qUgs_000043.wav,music,-0.9465326570315131,/work107/luoxiaoxue/data/VGGSound/audios_16k/AwK-mGTkFk8_000000.wav,speech,1.3916634152436913
/work107/luoxiaoxue/data/VGGSound/audios_16k/jQHc5vUrU7g_000060.wav,music,-2.888705428096889,/work107/luoxiaoxue/data/VGGSound/audios_16k/ETQVt8auIsk_000030.wav,speech,-2.697078643649111,/work107/luoxiaoxue/data/VGGSound/audios_16k/6Z1hiWQnDiM_000030.wav,music,0.7134754587057248
/work107/luoxiaoxue/data/VGGSound/audios_16k/6a9Ie_tbcoo_000030.wav,speech,-2.8410892913077097,/work107/luoxiaoxue/data/VGGSound/audios_16k/oagnc7aNmTI_000030.wav,others,1.8954326283126717,/work107/luoxiaoxue/data/VGGSound/audios_16k/7YvprjOEiVg_000070.wav,speech,1.6524718938550382
